identifier,identifier 1,identifier 2,object_in_context,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_geographic,item_type,language,language_of_cataloging,form,digital_origin,date_text,date_single_start,date_end,date_qualifier,public_note,title,rights,collection,collection_identifier,repository,name,affiliation,place_of_origin,project_url,project_title,project_abstract,record_source,file_thumbnail_url
mpabaker_907,mpabaker:907,0012_003587_000279,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A907,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,International relations | http://id.loc.gov/authorities/subjects/sh85067435,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1980,1980,,,,Howard Baker shaking hands on visit to USS Coral Sea,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",United States. Navy | URI: http://id.loc.gov/authorities/names/n79059051 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A907/datastream/TN/view/Howard%20Baker%20shaking%20hands%20on%20visit%20to%20USS%20Coral%20Sea.jpg
mpabaker_782,mpabaker:782,0012_000159_000267,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A782,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,"Watergate Affair, 1972-1974 | http://id.loc.gov/authorities/subjects/sh85145735",,"Washington (D.C.) | URI: http://id.loc.gov/authorities/names/n79018774 | Coordinates: 38.91706, -77.00025",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1973,1973,,,,Howard Baker during Watergate Hearings,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A782/datastream/TN/view/Howard%20Baker%20during%20Watergate%20Hearings.jpg
mpabaker_836,mpabaker:836,0012_003587_000213,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A836,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,"Watergate Affair, 1972-1974 | http://id.loc.gov/authorities/subjects/sh85145735",,"Washington (D.C.) | URI: http://id.loc.gov/authorities/names/n79018774 | Coordinates: 38.91706, -77.00025",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1973,1973,,,,Howard Baker at Watergate Hearings,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A836/datastream/TN/view/Howard%20Baker%20at%20Watergate%20Hearings.jpg
mpabaker_854,mpabaker:854,0012_003587_000204,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A854,"Brock, William Emerson, 1930- | http://id.loc.gov/authorities/names/n78082203","Duncan, John J., 1919-1988 | http://id.loc.gov/authorities/names/n98107965","Nixon, Richard M. (Richard Milhous), 1913-1994 | http://id.loc.gov/authorities/names/n79018757","Quillen, James H. (James Henry), 1916-2003 | http://id.loc.gov/authorities/names/no2009129216",,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1965,1965,,,,"Bill Brock, John Duncan and Jimmy Quillen with Richard Nixon in a Chef Hat at meeting of Chowder and Marching Club","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A854/datastream/TN/view/Bill%20Brock%2C%20John%20Duncan%20and%20Jimmy%20Quillen%20with%20Richard%20Nixon%20in%20a%20Chef%20Hat%20at%20meeting%20of%20Chowder%20and%20Marching%20Club.jpg
mpabaker_806,mpabaker:806,0012_003587_000226,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A806,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Byrd, Robert C. | http://id.loc.gov/authorities/names/n79016398","Deng, Xiaoping, 1904-1997 | http://id.loc.gov/authorities/names/n81021998",,,International relations | http://id.loc.gov/authorities/subjects/sh85067435,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1979,1979,,,,Group including Howard Baker and Robert Byrd with Tsio Peng Deng,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Senate Republican Conference (U.S.) | URI: http://id.loc.gov/authorities/names/nr89017863 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A806/datastream/TN/view/Group%20including%20Howard%20Baker%20and%20Robert%20Byrd%20with%20Tsio%20Peng%20Deng.jpg
mpabaker_865,mpabaker:865,0012_000159_000284,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A865,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Baker, Joy Dirksen","Cash, June Carter, 1929-2003 | http://id.loc.gov/authorities/names/n79019226","Cash, Johnny | http://id.loc.gov/authorities/names/n79018367",,Families | http://id.loc.gov/authorities/subjects/sh85047009,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1979,1979,,,,"Howard Baker, Joy Baker, Johnny Cash, and June Cash at Reception for Country Music Stars","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A865/datastream/TN/view/Howard%20Baker%2C%20Joy%20Baker%2C%20Johnny%20Cash%2C%20and%20June%20Cash%20at%20Reception%20for%20Country%20Music%20Stars.jpg
mpabaker_948,mpabaker:948,0012_003587_000351,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A948,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Reagan, Nancy, 1921- | ttp://id.loc.gov/authorities/names/n79121421",,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Howard Baker with Nancy Reagan,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A948/datastream/TN/view/Howard%20Baker%20with%20Nancy%20Reagan.jpg
mpabaker_930,mpabaker:930,0012_003587_000225,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A930,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Baker, Joy Dirksen","Baker, Cynthia, 1956-",,,Families | http://id.loc.gov/authorities/subjects/sh85047009,,Howard Henry Baker Office,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1978,1978,,,,"Howard Baker, Joy Baker, and Cynthia Baker Meeting with Constituents in the Howard Henry Baker Office",Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Senate Republican Conference (U.S.) | URI: http://id.loc.gov/authorities/names/nr89017863 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A930/datastream/TN/view/Howard%20Baker%2C%20Joy%20Baker%2C%20and%20Cynthia%20Baker%20Meeting%20with%20Constituents%20in%20the%20Howard%20Henry%20Baker%20Office.jpg
mpabaker_965,mpabaker:965,0012_000159_000308,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A965,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Thurmond, Strom, 1902-2003 | http://id.loc.gov/authorities/names/n50011902",,,,,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1981,1981,,,,Howard Baker and Storm Thurmond,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A965/datastream/TN/view/Howard%20Baker%20and%20Storm%20Thurmond.jpg
mpabaker_753,mpabaker:753,0012_003587_000310,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A753,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,Voting | http://id.loc.gov/authorities/subjects/sh85144418,Constituentss,"Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1966,1966,,,,Howard Baker with Constituents Voting,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A753/datastream/TN/view/Howard%20Baker%20with%20Constituents%20Voting.jpg
mpabaker_925,mpabaker:925,0012_003587_000203,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A925,"Brock, William Emerson, 1930- | http://id.loc.gov/authorities/names/n78082203","Nixon, Richard M. (Richard Milhous), 1913-1994 | http://id.loc.gov/authorities/names/n79018757",,,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,"Chattanooga (Tenn.) | URI: http://id.loc.gov/authorities/names/n79075123 | Coordinates: 35.04563, -85.30968",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1964,1964,,,,Richard Nixon and Bill Brock in Chattanooga,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Franklin Moore Photography | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A925/datastream/TN/view/Richard%20Nixon%20and%20Bill%20Brock%20in%20Chattanooga.jpg
mpabaker_923,mpabaker:923,0012_000159_000370,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A923,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,International relations | http://id.loc.gov/authorities/subjects/sh85067435,Cameras | http://id.loc.gov/authorities/subjects/sh85019133,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Howard Baker with Camera on the Great Wall of China,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A923/datastream/TN/view/Howard%20Baker%20with%20Camera%20on%20the%20Great%20Wall%20of%20China.jpg
mpabaker_869,mpabaker:869,0012_000159_000360,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A869,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Baker, Nancy Kassebaum, 1932- | http://id.loc.gov/authorities/names/n82208664","Thatcher, Margaret | http://id.loc.gov/authorities/names/n50000017",,,Heads of state | http://id.loc.gov/authorities/subjects/sh85059496,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,2004,2004,,,,"Howard Baker, Nancy Kassebaum and Margaret Thatcher at Ronald Reagan's Funeral","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A869/datastream/TN/view/Howard%20Baker%2C%20Nancy%20Kassebaum%20and%20Margaret%20Thatcher%20at%20Ronald%20Reagan%27s%20Funeral.jpg
mpabaker_797,mpabaker:797,0012_003587_000230,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A797,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,Cameras | http://id.loc.gov/authorities/subjects/sh85019133,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1981,1981,,,,Howard Baker Photographing Hostage Return,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A797/datastream/TN/view/Howard%20Baker%20Photographing%20Hostage%20Return.jpg
mpabaker_913,mpabaker:913,0012_003587_000234,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A913,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,,United States--Presidents--States of the Union,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1983,1983,,,,Howard Baker and Ronald Reagan after State of the Union Address,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A913/datastream/TN/view/Howard%20Baker%20and%20Ronald%20Reagan%20after%20State%20of%20the%20Union%20Address.jpg
mpabaker_814,mpabaker:814,0012_003587_000253,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A814,"Baker, Joy Dirksen","Kissinger, Henry, 1923- | http://id.loc.gov/authorities/names/n79018911",,,,Families | http://id.loc.gov/authorities/subjects/sh85047009,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Joy Baker and Henry Kissinger,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A814/datastream/TN/view/Joy%20Baker%20and%20Henry%20Kissinger.jpg
mpabaker_901,mpabaker:901,0012_003587_000354,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A901,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Bush, George, 1924- | http://id.loc.gov/authorities/names/n80015879",,,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,"Oval Office (White House, Washington, D.C.) | URI: http://id.loc.gov/authorities/subjects/sh2009005676 | Coordinates: 38.8974, -77.0374",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1991,1991,,,,Group including Howard Baker and George Bush in the Oval Office,Public domain.,Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",White House Administrative Office (U.S.) | URI: http://id.loc.gov/authorities/names/n93097922 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A901/datastream/TN/view/Group%20including%20Howard%20Baker%20and%20George%20Bush%20in%20the%20Oval%20Office.jpg
mpabaker_889,mpabaker:889,0012_000159_000318,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A889,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Alexander, Lamar, 1940- | http://id.loc.gov/authorities/names/n81044263","Reagan, Ronald | http://id.loc.gov/authorities/names/n79059562",,,Presidents--United States | http://id.loc.gov/authorities/subjects/sh85106465,,"Nashville (Tenn.) | URI: http://id.loc.gov/authorities/names/n78095801 | Coordinates: 36.16589, -86.78444",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1982,1982,,,,"Howard Baker, Ronald Reagan and Lamar Alexander on Tour in Nashville","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Papers, MPA.101,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A889/datastream/TN/view/Howard%20Baker%2C%20Ronald%20Reagan%20and%20Lamar%20Alexander%20on%20Tour%20in%20Nashville.jpg
mpabaker_808,mpabaker:808,0012_003587_000299,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A808,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572","Baker, Cynthia, 1956-","Shore, Dinah, 1917-1994 | http://id.loc.gov/authorities/names/n79072750",,,Families | http://id.loc.gov/authorities/subjects/sh85047009,,"Tennessee | URI: http://id.loc.gov/authorities/names/n79060965 | Coordinates: 35.75035, -86.25027",still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,1982,1982,,,,"Howard Baker, Cynthia Baker and Dinah Shore","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A808/datastream/TN/view/Howard%20Baker%2C%20Cynthia%20Baker%20and%20Dinah%20Shore.jpg
mpabaker_929,mpabaker:929,0012_003587_000237,http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A929,"Baker, Howard H., Jr. (Howard Henry), 1925-2014 | http://id.loc.gov/authorities/names/n80015572",,,,,Employees | http://id.loc.gov/authorities/subjects/sh87002489,,,still image,zxx,eng,photographs | http://vocab.getty.edu/aat/300046300,reformatted digital,unknown,1966,1994,inferred,Dates inferred from bulk dates of archival collection.,Howard Baker with Staff Celebrating Birthday,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Howard H. Baker Jr. Addendum, MPA.101.001,"University of Tennessee, Knoxville. Special Collections",Unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,,,http://digital.lib.utk.edu/collections/bakercollection,Photographs from the Life and Career of Howard Baker,"Howard Baker, Jr., was a U.S. Senator from East Tennessee. Perhaps more than any other United States senator, he is known for his civility and non-partisanship in American politics. A Republican, Baker rose to national fame by investigating Richard Nixon during the televised Watergate hearings. He went on to become minority and majority leader of the Senate and one of Ronald Reagan","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/mpabaker%3A929/datastream/TN/view/Howard%20Baker%20with%20Staff%20Celebrating%20Birthday.jpg
